"Name","Location","Height","Weight","Ranking","NationalRank","PositionRank","StateRank","State","Position","Year","School","Type","count"
"Lauri Markkanen","International (Paterson, NJ)","6-11",225,98,16,5,1,"NJ","PF",2016,"arizona","Commit",3
"Kobi Simmons","St. Francis (Alpharetta, GA)","6-5",170,98,29,4,1,"GA","CG",2016,"arizona","Commit",3
"Rawle Alkins","Word Of God Christian Academy (Raleigh, NC)","6-5",210,98,30,4,1,"NC","SG",2016,"arizona","Commit",3
"Keanu Pinder","Hutchinson C.C. (Hutchinson, KS)","6-8",195,83,30,7,3,"KS","PF",2016,"arizona","Commit",1
"Deandre Ayton","Hillcrest Prep (Phoenix, AZ)","7-0",250,100,5,3,2,"AZ","C",2017,"arizona","Commit",1
"Brandon Randolph","Westtown School (Norristown, PA)","6-6",183,98,27,5,3,"PA","SG",2017,"arizona","Commit",2
"Ira Lee","Prolific Prep (Fort Lauderdale, FL)","6-8",210,97,41,4,7,"FL","C",2017,"arizona","Commit",1
"Alex Barcello","Corona del Sol (Tempe, AZ)","6-2",165,90,123,21,2,"AZ","PG",2017,"arizona","Commit",1
"Emmanuel Akot","Wasatch Academy (Mount Pleasant, UT)","6-7",190,98,28,7,1,"UT","SF",2017,"arizona","Commit",2
"Devonaire Doutrive","Birmingham (Van Nuys, CA)","6-5",175,94,67,15,7,"CA","SG",2018,"arizona","Commit",1
"Omar Thielemans","Gistel Oostende (Belgium, BELG)","6-7",200,90,146,36,1,"BELG","SF",2018,"arizona","Commit",1
"Brandon Williams","Crespi (Encino, CA)","6-2",185,98,25,7,2,"CA","PG",2018,"arizona","Commit",1
"Nico Mannion","Pinnacle (Phoenix, AZ)","6-3",180,99,8,1,1,"AZ","CG",2019,"arizona","Commit",1
"Josh Green","IMG Academy (Bradenton, FL)","6-6",190,98,18,6,4,"FL","SG",2019,"arizona","Commit",1
"Zeke Nnaji","Hopkins  (Hopkins, MN)","6-11",215,97,40,8,2,"MN","PF",2019,"arizona","Commit",1
"Christian Koloko","Sierra Canyon (Chatsworth, CA)","7-0",195,92,96,21,8,"CA","C",2019,"arizona","Commit",1
"Dalen Terry","Hillcrest Prep (Phoenix, AZ)","6-6",190,97,46,7,2,"AZ","SF",2020,"arizona","Commit",1
"Bennedict Mathurin","NBA Academy Latin America (Mexico, MEXI)","6-6",190,96,53,10,1,"MEXI","SF",2020,"arizona","Commit",2
"Azuolas Tubelis","Lithuania (Lithuania, LITH)","6-9",240,96,58,10,1,"LITH","PF",2020,"arizona","Commit",2
"Kerr Kriisa","Estonia (Estonia, ESTO)","6-2",170,95,69,12,1,"ESTO","PG",2020,"arizona","Commit",1
"Daniel Batcho","France (France, FRAN)","6-10",220,92,118,20,1,"FRAN","PF",2020,"arizona","Commit",1
"Tibet G̦rener","Orange Lutheran (Orange, CA)","6-8",195,90,142,30,15,"CA","SF",2020,"arizona","Commit",1
"Tautvilas Tubelis","Lithuania (Lithuania, LITH)","6-6",190,79,NA,96,3,"LITH","SF",2020,"arizona","Commit",1
"Shane Nowell","Eastside Catholic (Sammamish, WA)","6-5",190,91,102,25,4,"WA","SG",2021,"arizona","Commit",1
"Adama Bal","INSEP Paris (Paris, FR)","6-6",180,90,131,9,1,"FR","CG",2021,"arizona","Commit",1
"Kylan Boswell","Compass Prep (Chandler, AZ)","6-1",180,98,25,4,2,"AZ","PG",2022,"arizona","Commit",1
"Henri Veesaar","Estonia (Estonia, ESTO)","6-10",200,97,36,8,1,"ESTO","C",2022,"arizona","Commit",1
"Dylan Anderson","Perry (Gilbert, AZ)","7-0",215,91,95,17,7,"AZ","PF",2022,"arizona","Commit",2
"Filip Borovicanin","Serbia (Serbia, SERB)","6-8",180,91,106,25,1,"SERB","SF",2022,"arizona","Commit",2
"Courtney Ramey",NA,"6-3",170,90,NA,NA,NA,NA,"PG",2022,"arizona","Transfer",1
"KJ Lewis","Duncanville (Duncanville, TX)","6-4",185,92,85,18,5,"TX","SG",2023,"arizona","Commit",1
"Paulius Murauskas","Lithuania (Lithuania, LITH)","6-8",220,90,107,23,1,"LITH","PF",2023,"arizona","Commit",2
"Motiejus Krivas","Lithuania (Lithuania, LITH)","7-2",256,90,135,21,2,"LITH","C",2023,"arizona","Commit",2
"Conrad Martinez","Spain (Spain, SPAI)","6-1",0,86,NA,43,2,"SPAI","PG",2023,"arizona","Commit",1
"Caleb Love",NA,"6-4",200,94,NA,NA,NA,NA,"PG",2023,"arizona","Transfer",1
"Keshad Johnson",NA,"6-7",200,91,NA,NA,NA,NA,"PF",2023,"arizona","Transfer",1
"Jaden Bradley",NA,"6-3",185,93,NA,NA,NA,NA,"PG",2023,"arizona","Transfer",1
"Carter Bryant","Centennial (Corona, CA)","6-8",225,96,28,5,2,"CA","SF",2024,"arizona","Commit",1
"Emmanuel Stephen","Dream City Christian (Glendale, AZ)","7-0",215,90,116,22,7,"AZ","C",2024,"arizona","Commit",1
"Anthony Dell'Orso",NA,"6-6",190,93,NA,NA,NA,NA,"SF",2024,"arizona","Transfer",2
"Tobe Awaka",NA,"6-8",250,92,NA,NA,NA,NA,"C",2024,"arizona","Transfer",1
"Trey Townsend",NA,"6-6",228,93,NA,NA,NA,NA,"SF",2024,"arizona","Transfer",2
"Brayden Burries","Eleanor Roosevelt (Eastvale, CA)","6-4",200,98,9,2,1,"CA","SG",2025,"arizona","Commit",2
"Koa Peat","Perry (Gilbert, AZ)","6-8",235,98,11,4,1,"AZ","SF",2025,"arizona","Commit",2
"Dwayne Aristode","Brewster Academy (Wolfeboro, NH)","6-8",215,95,29,8,1,"NH","SF",2025,"arizona","Commit",1
"Bryce James","Sierra Canyon (Chatsworth, CA)","6-4",190,86,NA,52,29,"CA","SG",2025,"arizona","Commit",1
"Evan Nelson",NA,"6-2",170,85,NA,NA,NA,NA,"PG",2025,"arizona","Transfer",1
